review_id,text,rating,sentiment,product_category,text_clean_classique,text_clean_light
253,"Terrible product, broke after one use",2,negative,home,terrible product broke one use,"terrible product, broke after one use"
254,Not bad but not great either,3,neutral,fashion,bad great either,not bad but not great either
255,"It's okay, does the job",3,neutral,electronics,okay job,"it's okay, does the job"
256,Not bad but not great either,3,neutral,electronics,bad great either,not bad but not great either
257,Great value for money,5,positive,home,great value money,great value for money
258,Not bad but not great either,3,neutral,fashion,bad great either,not bad but not great either
259,"I love it, will definitely buy again",4,positive,home,love definitely buy,"i love it, will definitely buy again"
260,"It's okay, does the job",3,neutral,home,okay job,"it's okay, does the job"
261,"Excellent product, very satisfied with the quality",5,positive,home,excellent product satisfied quality,"excellent product, very satisfied with the quality"
262,Works perfectly and arrived quickly,4,positive,home,work perfectly arrived quickly,works perfectly and arrived quickly
263,Poor performance and bad design,1,negative,home,poor performance bad design,poor performance and bad design
264,"I love it, will definitely buy again",4,positive,fashion,love definitely buy,"i love it, will definitely buy again"
265,"Waste of money, not recommended",2,negative,home,waste money recommended,"waste of money, not recommended"
266,"Amazing experience, highly recommend this",5,positive,fashion,amazing experience highly recommend,"amazing experience, highly recommend this"
267,Great value for money,5,positive,home,great value money,great value for money
268,Customer service was awful,1,negative,home,customer service awful,customer service was awful
269,"Excellent product, very satisfied with the quality",4,positive,electronics,excellent product satisfied quality,"excellent product, very satisfied with the quality"
270,"Average product, nothing special",3,neutral,fashion,average product nothing special,"average product, nothing special"
271,Works perfectly and arrived quickly,4,positive,home,work perfectly arrived quickly,works perfectly and arrived quickly
272,Great value for money,4,positive,electronics,great value money,great value for money
273,"Terrible product, broke after one use",1,negative,home,terrible product broke one use,"terrible product, broke after one use"
274,"Waste of money, not recommended",2,negative,home,waste money recommended,"waste of money, not recommended"
275,Not bad but not great either,3,neutral,home,bad great either,not bad but not great either
276,"Average product, nothing special",3,neutral,fashion,average product nothing special,"average product, nothing special"
277,Customer service was awful,2,negative,electronics,customer service awful,customer service was awful
278,"Terrible product, broke after one use",2,negative,fashion,terrible product broke one use,"terrible product, broke after one use"
279,Decent quality for the price,3,neutral,electronics,decent quality price,decent quality for the price
280,Very disappointed with the quality,2,negative,home,disappointed quality,very disappointed with the quality
281,It works as expected,3,neutral,home,work expected,it works as expected
282,Very disappointed with the quality,2,negative,fashion,disappointed quality,very disappointed with the quality
283,Not bad but not great either,3,neutral,electronics,bad great either,not bad but not great either
284,"Waste of money, not recommended",2,negative,fashion,waste money recommended,"waste of money, not recommended"
285,Decent quality for the price,3,neutral,home,decent quality price,decent quality for the price
286,"Amazing experience, highly recommend this",4,positive,fashion,amazing experience highly recommend,"amazing experience, highly recommend this"
287,Customer service was awful,2,negative,electronics,customer service awful,customer service was awful
288,Customer service was awful,2,negative,home,customer service awful,customer service was awful
289,Great value for money,4,positive,home,great value money,great value for money
290,"Amazing experience, highly recommend this",5,positive,electronics,amazing experience highly recommend,"amazing experience, highly recommend this"
291,"Terrible product, broke after one use",1,negative,fashion,terrible product broke one use,"terrible product, broke after one use"
292,"Amazing experience, highly recommend this",5,positive,fashion,amazing experience highly recommend,"amazing experience, highly recommend this"
293,"Excellent product, very satisfied with the quality",4,positive,electronics,excellent product satisfied quality,"excellent product, very satisfied with the quality"
294,"Average product, nothing special",3,neutral,fashion,average product nothing special,"average product, nothing special"
295,Great value for money,4,positive,home,great value money,great value for money
296,"I love it, will definitely buy again",5,positive,home,love definitely buy,"i love it, will definitely buy again"
297,"Excellent product, very satisfied with the quality",4,positive,electronics,excellent product satisfied quality,"excellent product, very satisfied with the quality"
298,Very disappointed with the quality,2,negative,home,disappointed quality,very disappointed with the quality
299,Very disappointed with the quality,2,negative,home,disappointed quality,very disappointed with the quality
300,"I love it, will definitely buy again",5,positive,electronics,love definitely buy,"i love it, will definitely buy again"
301,"Waste of money, not recommended",1,negative,fashion,waste money recommended,"waste of money, not recommended"
302,Decent quality for the price,3,neutral,fashion,decent quality price,decent quality for the price
303,Very disappointed with the quality,1,negative,home,disappointed quality,very disappointed with the quality
304,"Excellent product, very satisfied with the quality",5,positive,electronics,excellent product satisfied quality,"excellent product, very satisfied with the quality"
305,"It's okay, does the job",3,neutral,electronics,okay job,"it's okay, does the job"
306,Decent quality for the price,3,neutral,fashion,decent quality price,decent quality for the price
307,Great value for money,4,positive,home,great value money,great value for money
308,Not bad but not great either,3,neutral,electronics,bad great either,not bad but not great either
309,It works as expected,3,neutral,home,work expected,it works as expected
310,"Excellent product, very satisfied with the quality",4,positive,home,excellent product satisfied quality,"excellent product, very satisfied with the quality"
311,Poor performance and bad design,2,negative,electronics,poor performance bad design,poor performance and bad design
312,"It's okay, does the job",3,neutral,fashion,okay job,"it's okay, does the job"
313,"Excellent product, very satisfied with the quality",4,positive,fashion,excellent product satisfied quality,"excellent product, very satisfied with the quality"
314,Customer service was awful,1,negative,electronics,customer service awful,customer service was awful
315,"It's okay, does the job",3,neutral,home,okay job,"it's okay, does the job"
316,"Excellent product, very satisfied with the quality",4,positive,electronics,excellent product satisfied quality,"excellent product, very satisfied with the quality"
317,Very disappointed with the quality,2,negative,electronics,disappointed quality,very disappointed with the quality
318,"Excellent product, very satisfied with the quality",4,positive,home,excellent product satisfied quality,"excellent product, very satisfied with the quality"
319,Customer service was awful,1,negative,fashion,customer service awful,customer service was awful
320,Very disappointed with the quality,1,negative,fashion,disappointed quality,very disappointed with the quality
321,"Terrible product, broke after one use",2,negative,electronics,terrible product broke one use,"terrible product, broke after one use"
322,"Terrible product, broke after one use",1,negative,fashion,terrible product broke one use,"terrible product, broke after one use"
323,Customer service was awful,2,negative,home,customer service awful,customer service was awful
324,Decent quality for the price,3,neutral,home,decent quality price,decent quality for the price
325,"Terrible product, broke after one use",2,negative,fashion,terrible product broke one use,"terrible product, broke after one use"
326,"It's okay, does the job",3,neutral,fashion,okay job,"it's okay, does the job"
327,Not bad but not great either,3,neutral,fashion,bad great either,not bad but not great either
328,"Waste of money, not recommended",1,negative,fashion,waste money recommended,"waste of money, not recommended"
329,"Average product, nothing special",3,neutral,electronics,average product nothing special,"average product, nothing special"
330,Customer service was awful,2,negative,home,customer service awful,customer service was awful
331,Not bad but not great either,3,neutral,electronics,bad great either,not bad but not great either
332,Works perfectly and arrived quickly,4,positive,home,work perfectly arrived quickly,works perfectly and arrived quickly
333,Very disappointed with the quality,2,negative,fashion,disappointed quality,very disappointed with the quality
334,"I love it, will definitely buy again",5,positive,electronics,love definitely buy,"i love it, will definitely buy again"
335,"Average product, nothing special",3,neutral,fashion,average product nothing special,"average product, nothing special"
336,Not bad but not great either,3,neutral,electronics,bad great either,not bad but not great either
337,"It's okay, does the job",3,neutral,fashion,okay job,"it's okay, does the job"
338,"Average product, nothing special",3,neutral,electronics,average product nothing special,"average product, nothing special"
339,"Terrible product, broke after one use",1,negative,home,terrible product broke one use,"terrible product, broke after one use"
340,Not bad but not great either,3,neutral,home,bad great either,not bad but not great either
341,"Average product, nothing special",3,neutral,fashion,average product nothing special,"average product, nothing special"
342,"I love it, will definitely buy again",5,positive,electronics,love definitely buy,"i love it, will definitely buy again"
343,"Average product, nothing special",3,neutral,home,average product nothing special,"average product, nothing special"
344,"Terrible product, broke after one use",1,negative,electronics,terrible product broke one use,"terrible product, broke after one use"
345,"Amazing experience, highly recommend this",5,positive,fashion,amazing experience highly recommend,"amazing experience, highly recommend this"
346,"Average product, nothing special",3,neutral,electronics,average product nothing special,"average product, nothing special"
347,"Terrible product, broke after one use",2,negative,electronics,terrible product broke one use,"terrible product, broke after one use"
348,Poor performance and bad design,1,negative,electronics,poor performance bad design,poor performance and bad design
349,Very disappointed with the quality,2,negative,electronics,disappointed quality,very disappointed with the quality
350,"I love it, will definitely buy again",5,positive,electronics,love definitely buy,"i love it, will definitely buy again"
351,Not bad but not great either,3,neutral,fashion,bad great either,not bad but not great either
352,Works perfectly and arrived quickly,4,positive,home,work perfectly arrived quickly,works perfectly and arrived quickly
353,Decent quality for the price,3,neutral,home,decent quality price,decent quality for the price
354,Poor performance and bad design,2,negative,fashion,poor performance bad design,poor performance and bad design
355,Very disappointed with the quality,1,negative,fashion,disappointed quality,very disappointed with the quality
356,"Amazing experience, highly recommend this",5,positive,home,amazing experience highly recommend,"amazing experience, highly recommend this"
357,Great value for money,4,positive,fashion,great value money,great value for money
358,Customer service was awful,1,negative,fashion,customer service awful,customer service was awful
359,"Waste of money, not recommended",1,negative,fashion,waste money recommended,"waste of money, not recommended"
360,It works as expected,3,neutral,electronics,work expected,it works as expected
361,"Terrible product, broke after one use",1,negative,home,terrible product broke one use,"terrible product, broke after one use"
362,"Terrible product, broke after one use",2,negative,fashion,terrible product broke one use,"terrible product, broke after one use"
363,Decent quality for the price,3,neutral,home,decent quality price,decent quality for the price
364,"Terrible product, broke after one use",1,negative,electronics,terrible product broke one use,"terrible product, broke after one use"
365,"Average product, nothing special",3,neutral,fashion,average product nothing special,"average product, nothing special"
366,"Terrible product, broke after one use",1,negative,electronics,terrible product broke one use,"terrible product, broke after one use"
367,"Excellent product, very satisfied with the quality",4,positive,electronics,excellent product satisfied quality,"excellent product, very satisfied with the quality"
368,"Waste of money, not recommended",1,negative,home,waste money recommended,"waste of money, not recommended"
369,Poor performance and bad design,2,negative,fashion,poor performance bad design,poor performance and bad design
370,"Waste of money, not recommended",2,negative,fashion,waste money recommended,"waste of money, not recommended"
371,"I love it, will definitely buy again",4,positive,electronics,love definitely buy,"i love it, will definitely buy again"
372,"Amazing experience, highly recommend this",4,positive,electronics,amazing experience highly recommend,"amazing experience, highly recommend this"
373,Decent quality for the price,3,neutral,home,decent quality price,decent quality for the price
374,Not bad but not great either,3,neutral,home,bad great either,not bad but not great either
375,Very disappointed with the quality,2,negative,home,disappointed quality,very disappointed with the quality
376,Decent quality for the price,3,neutral,home,decent quality price,decent quality for the price
377,Great value for money,4,positive,fashion,great value money,great value for money
378,"Average product, nothing special",3,neutral,home,average product nothing special,"average product, nothing special"
379,"I love it, will definitely buy again",5,positive,fashion,love definitely buy,"i love it, will definitely buy again"
380,"I love it, will definitely buy again",4,positive,electronics,love definitely buy,"i love it, will definitely buy again"
381,It works as expected,3,neutral,electronics,work expected,it works as expected
382,"Terrible product, broke after one use",1,negative,home,terrible product broke one use,"terrible product, broke after one use"
383,"Waste of money, not recommended",2,negative,fashion,waste money recommended,"waste of money, not recommended"
384,"Waste of money, not recommended",1,negative,home,waste money recommended,"waste of money, not recommended"
385,"Excellent product, very satisfied with the quality",5,positive,electronics,excellent product satisfied quality,"excellent product, very satisfied with the quality"
386,Very disappointed with the quality,1,negative,home,disappointed quality,very disappointed with the quality
387,It works as expected,3,neutral,fashion,work expected,it works as expected
388,Great value for money,5,positive,fashion,great value money,great value for money
389,Customer service was awful,2,negative,electronics,customer service awful,customer service was awful
390,Poor performance and bad design,1,negative,electronics,poor performance bad design,poor performance and bad design
391,Poor performance and bad design,1,negative,electronics,poor performance bad design,poor performance and bad design
392,Very disappointed with the quality,2,negative,electronics,disappointed quality,very disappointed with the quality
393,Decent quality for the price,3,neutral,home,decent quality price,decent quality for the price
394,"Excellent product, very satisfied with the quality",5,positive,home,excellent product satisfied quality,"excellent product, very satisfied with the quality"
395,Works perfectly and arrived quickly,4,positive,electronics,work perfectly arrived quickly,works perfectly and arrived quickly
396,"Waste of money, not recommended",1,negative,electronics,waste money recommended,"waste of money, not recommended"
397,"Terrible product, broke after one use",2,negative,electronics,terrible product broke one use,"terrible product, broke after one use"
398,Poor performance and bad design,1,negative,home,poor performance bad design,poor performance and bad design
399,Poor performance and bad design,1,negative,fashion,poor performance bad design,poor performance and bad design
400,Not bad but not great either,3,neutral,fashion,bad great either,not bad but not great either
401,"Average product, nothing special",3,neutral,electronics,average product nothing special,"average product, nothing special"
402,"Terrible product, broke after one use",1,negative,electronics,terrible product broke one use,"terrible product, broke after one use"
403,Very disappointed with the quality,2,negative,fashion,disappointed quality,very disappointed with the quality
404,"I love it, will definitely buy again",5,positive,home,love definitely buy,"i love it, will definitely buy again"
405,"It's okay, does the job",3,neutral,home,okay job,"it's okay, does the job"
406,"Terrible product, broke after one use",2,negative,home,terrible product broke one use,"terrible product, broke after one use"
407,Works perfectly and arrived quickly,5,positive,home,work perfectly arrived quickly,works perfectly and arrived quickly
408,Great value for money,4,positive,electronics,great value money,great value for money
409,Not bad but not great either,3,neutral,home,bad great either,not bad but not great either
410,"Average product, nothing special",3,neutral,fashion,average product nothing special,"average product, nothing special"
411,"Average product, nothing special",3,neutral,electronics,average product nothing special,"average product, nothing special"
412,Not bad but not great either,3,neutral,fashion,bad great either,not bad but not great either
413,Works perfectly and arrived quickly,5,positive,home,work perfectly arrived quickly,works perfectly and arrived quickly
414,"Waste of money, not recommended",2,negative,fashion,waste money recommended,"waste of money, not recommended"
415,Works perfectly and arrived quickly,4,positive,electronics,work perfectly arrived quickly,works perfectly and arrived quickly
416,"It's okay, does the job",3,neutral,fashion,okay job,"it's okay, does the job"
417,Decent quality for the price,3,neutral,electronics,decent quality price,decent quality for the price
418,It works as expected,3,neutral,fashion,work expected,it works as expected
419,Works perfectly and arrived quickly,4,positive,fashion,work perfectly arrived quickly,works perfectly and arrived quickly
420,Very disappointed with the quality,2,negative,fashion,disappointed quality,very disappointed with the quality
421,"Terrible product, broke after one use",2,negative,home,terrible product broke one use,"terrible product, broke after one use"
422,"Terrible product, broke after one use",2,negative,home,terrible product broke one use,"terrible product, broke after one use"
423,"Amazing experience, highly recommend this",5,positive,electronics,amazing experience highly recommend,"amazing experience, highly recommend this"
424,"Average product, nothing special",3,neutral,home,average product nothing special,"average product, nothing special"
425,Customer service was awful,2,negative,home,customer service awful,customer service was awful
426,"It's okay, does the job",3,neutral,fashion,okay job,"it's okay, does the job"
427,"Terrible product, broke after one use",1,negative,home,terrible product broke one use,"terrible product, broke after one use"
428,"Excellent product, very satisfied with the quality",5,positive,fashion,excellent product satisfied quality,"excellent product, very satisfied with the quality"
429,Not bad but not great either,3,neutral,electronics,bad great either,not bad but not great either
430,"I love it, will definitely buy again",5,positive,home,love definitely buy,"i love it, will definitely buy again"
431,Poor performance and bad design,2,negative,electronics,poor performance bad design,poor performance and bad design
432,"I love it, will definitely buy again",5,positive,home,love definitely buy,"i love it, will definitely buy again"
433,Poor performance and bad design,1,negative,electronics,poor performance bad design,poor performance and bad design
434,"Terrible product, broke after one use",1,negative,fashion,terrible product broke one use,"terrible product, broke after one use"
435,"Terrible product, broke after one use",2,negative,fashion,terrible product broke one use,"terrible product, broke after one use"
436,"Terrible product, broke after one use",1,negative,home,terrible product broke one use,"terrible product, broke after one use"
437,Customer service was awful,1,negative,electronics,customer service awful,customer service was awful
438,"Excellent product, very satisfied with the quality",5,positive,electronics,excellent product satisfied quality,"excellent product, very satisfied with the quality"
439,"I love it, will definitely buy again",5,positive,home,love definitely buy,"i love it, will definitely buy again"
440,It works as expected,3,neutral,electronics,work expected,it works as expected
441,Decent quality for the price,3,neutral,electronics,decent quality price,decent quality for the price
442,"I love it, will definitely buy again",5,positive,electronics,love definitely buy,"i love it, will definitely buy again"
443,"Excellent product, very satisfied with the quality",4,positive,home,excellent product satisfied quality,"excellent product, very satisfied with the quality"
444,"Average product, nothing special",3,neutral,home,average product nothing special,"average product, nothing special"
445,Great value for money,4,positive,home,great value money,great value for money
446,"I love it, will definitely buy again",4,positive,fashion,love definitely buy,"i love it, will definitely buy again"
447,Very disappointed with the quality,2,negative,fashion,disappointed quality,very disappointed with the quality
448,It works as expected,3,neutral,electronics,work expected,it works as expected
449,Great value for money,5,positive,electronics,great value money,great value for money
450,Works perfectly and arrived quickly,4,positive,fashion,work perfectly arrived quickly,works perfectly and arrived quickly
451,Poor performance and bad design,1,negative,electronics,poor performance bad design,poor performance and bad design
452,"It's okay, does the job",3,neutral,fashion,okay job,"it's okay, does the job"
453,"Waste of money, not recommended",1,negative,electronics,waste money recommended,"waste of money, not recommended"
454,"I love it, will definitely buy again",4,positive,electronics,love definitely buy,"i love it, will definitely buy again"
455,"Terrible product, broke after one use",1,negative,home,terrible product broke one use,"terrible product, broke after one use"
456,"Average product, nothing special",3,neutral,electronics,average product nothing special,"average product, nothing special"
457,"Waste of money, not recommended",2,negative,home,waste money recommended,"waste of money, not recommended"
458,"Excellent product, very satisfied with the quality",4,positive,electronics,excellent product satisfied quality,"excellent product, very satisfied with the quality"
459,Not bad but not great either,3,neutral,electronics,bad great either,not bad but not great either
460,"Average product, nothing special",3,neutral,electronics,average product nothing special,"average product, nothing special"
461,"Excellent product, very satisfied with the quality",5,positive,fashion,excellent product satisfied quality,"excellent product, very satisfied with the quality"
462,"Terrible product, broke after one use",2,negative,fashion,terrible product broke one use,"terrible product, broke after one use"
463,"Average product, nothing special",3,neutral,home,average product nothing special,"average product, nothing special"
464,It works as expected,3,neutral,electronics,work expected,it works as expected
465,Very disappointed with the quality,2,negative,electronics,disappointed quality,very disappointed with the quality
466,Customer service was awful,1,negative,electronics,customer service awful,customer service was awful
467,Customer service was awful,1,negative,home,customer service awful,customer service was awful
468,Customer service was awful,1,negative,fashion,customer service awful,customer service was awful
469,Decent quality for the price,3,neutral,fashion,decent quality price,decent quality for the price
470,"Amazing experience, highly recommend this",4,positive,electronics,amazing experience highly recommend,"amazing experience, highly recommend this"
471,Very disappointed with the quality,1,negative,home,disappointed quality,very disappointed with the quality
472,Works perfectly and arrived quickly,4,positive,electronics,work perfectly arrived quickly,works perfectly and arrived quickly
473,Decent quality for the price,3,neutral,electronics,decent quality price,decent quality for the price
474,"I love it, will definitely buy again",4,positive,fashion,love definitely buy,"i love it, will definitely buy again"
475,"Waste of money, not recommended",2,negative,electronics,waste money recommended,"waste of money, not recommended"
476,Very disappointed with the quality,2,negative,home,disappointed quality,very disappointed with the quality
477,Great value for money,5,positive,home,great value money,great value for money
478,Very disappointed with the quality,1,negative,home,disappointed quality,very disappointed with the quality
479,Works perfectly and arrived quickly,5,positive,home,work perfectly arrived quickly,works perfectly and arrived quickly
480,Not bad but not great either,3,neutral,home,bad great either,not bad but not great either
481,Great value for money,5,positive,home,great value money,great value for money
482,"It's okay, does the job",3,neutral,home,okay job,"it's okay, does the job"
483,"It's okay, does the job",3,neutral,electronics,okay job,"it's okay, does the job"
484,Customer service was awful,2,negative,electronics,customer service awful,customer service was awful
485,Works perfectly and arrived quickly,4,positive,fashion,work perfectly arrived quickly,works perfectly and arrived quickly
486,Customer service was awful,2,negative,electronics,customer service awful,customer service was awful
487,Not bad but not great either,3,neutral,fashion,bad great either,not bad but not great either
488,Great value for money,5,positive,electronics,great value money,great value for money
489,Great value for money,4,positive,fashion,great value money,great value for money
490,"Average product, nothing special",3,neutral,fashion,average product nothing special,"average product, nothing special"
491,Not bad but not great either,3,neutral,fashion,bad great either,not bad but not great either
492,"It's okay, does the job",3,neutral,electronics,okay job,"it's okay, does the job"
493,"Waste of money, not recommended",2,negative,home,waste money recommended,"waste of money, not recommended"
494,Works perfectly and arrived quickly,4,positive,fashion,work perfectly arrived quickly,works perfectly and arrived quickly
495,Customer service was awful,1,negative,fashion,customer service awful,customer service was awful
496,"Excellent product, very satisfied with the quality",5,positive,electronics,excellent product satisfied quality,"excellent product, very satisfied with the quality"
497,Not bad but not great either,3,neutral,electronics,bad great either,not bad but not great either
498,It works as expected,3,neutral,home,work expected,it works as expected
499,"Waste of money, not recommended",1,negative,home,waste money recommended,"waste of money, not recommended"
500,Decent quality for the price,3,neutral,fashion,decent quality price,decent quality for the price
